230,23.05
231,36.18
232,74.97
233,139.95
234,106.14
235,95.58
236,130.84
237,149.22
238,92.78
239,95.45
240,116.22
241,93.91
242,102.49
243,89.21
244,64.49
245,70.49
246,84.74
247,127.84
248,70.47
249,69.09
250,86.61
251,107.20
252,60.09
253,76.52
254,49.67
255,55.42
256,107.32
257,48.15
258,98.18
259,34.41
260,75.94
261,54.23
262,66.10
263,29.45
264,35.02
265,45.53
266,58.22
267,30.33
268,38.89
269,36.37
270,37.30
271,21.83
272,38.40
273,49.55
274,21.65
275,29.20
276,37.96
277,19.29
278,24.48
279,19.99
280,16.67
281,19.66
282,41.78
283,43.80
284,17.46
285,17.22
286,18.53
287,23.30
288,21.94
289,22.55
290,38.26
291,15.59
292,36.33
293,34.85
294,31.66
295,39.64
296,18.36
297,8.94
298,72.57
299,20.13
300,19.11
301,60.29
302,70.35
303,99.25
304,26.39
305,27.05
306,138.48
307,28.01
308,22.54
309,38.45
310,41.31
311,12.37
312,39.13
313,53.69
314,22.39
315,24.13
316,41.37
317,37.87
318,21.01
319,37.19
320,70.77
321,16.66
322,45.67
323,51.12
324,51.36
325,101.31
326,30.94
327,27.46
328,14.81
329,50.07
330,37.73
331,22.65
332,31.48
333,22.28
334,45.23
335,21.50
336,18.95
337,43.22
338,16.19
339,18.10
340,31.27
341,12.59
342,21.80
343,24.95
344,12.51
345,16.64
346,45.52
347,31.88
348,27.64
349,19.45
350,30.88
351,20.03
352,41.13
353,23.05
354,45.07
355,20.95
356,29.68
357,22.24
358,21.37
359,26.99
360,21.24
361,42.33
362,16.27
363,11.70
364,42.43
365,18.38
366,12.26
367,35.72
368,34.80
369,36.92
370,23.52
371,13.01
372,33.97
373,39.57
374,32.10
375,4.70
376,10.20
377,31.28
378,28.67
379,43.38
380,27.82
381,8.89
382,33.71
383,49.39
384,6.86
385,22.55
386,2.39
387,15.58
388,34.27
389,4.28
390,4.17
391,4.96
392,5.74
393,7.73
394,4.15
395,6.75
396,11.35
397,5.79
398,9.20
399,7.14
400,11.28
401,31.01
402,6.96
403,32.36
404,14.47
405,12.83
406,31.17
407,9.58
408,29.71
409,13.00
410,21.89
411,38.08
412,43.67
413,25.61
414,33.24
415,18.07
416,12.26
417,16.55
418,8.39
419,20.05
420,6.80
421,9.82
422,8.06
423,15.52
424,2.74
425,6.64
426,3.50
427,5.71
428,24.72
429,43.54
430,3.10
431,35.87
432,6.28
433,11.57
434,14.25
435,11.48
436,14.51
437,2.79
438,12.69
439,14.45
440,39.21
441,4.75
442,8.54
443,18.30
444,23.94
445,8.26
446,33.15
447,39.59
448,1.67
449,17.31
450,12.97
451,8.97
452,24.83
453,8.95
454,5.07
455,6.56
456,17.53
457,11.31
458,9.87
459,3.81
460,23.94
461,5.14
462,3.08
463,5.27
464,3.48
465,12.63
466,24.03
467,31.68
468,33.57
469,0.04
470,13.21
471,46.32
472,29.42
473,35.67
474,55.86
475,26.93
476,2.71
477,26.75
478,8.38
479,17.29
480,2.87
481,19.80
482,17.03
483,11.25
484,4.04
485,6.58
486,32.68
487,104.31
488,26.44
489,40.29
490,5.93
491,94.90
492,35.75
493,6.52
494,19.50
495,15.04
496,10.61
497,20.63
498,12.61
499,27.52
500,60.78
501,22.74
502,41.87
503,35.20
504,39.03
505,68.60
506,42.31
507,9.70
508,35.10
509,76.03
510,11.09
511,52.67
512,32.28
513,10.82
514,36.99
515,47.78
516,45.10
517,10.54
518,36.41
519,42.30
520,7.69
521,44.63
522,25.87
523,12.59
524,49.87
525,28.61
526,102.56
527,33.07
528,50.52
529,19.85
530,99.67
531,20.99
532,16.41
533,85.55
534,28.82
535,16.51
536,91.64
537,27.64
538,8.97
539,54.82
540,14.34
541,11.51
542,37.39
543,8.59
544,19.76
545,45.99
546,30.06
547,49.70
548,54.81
549,20.70
550,99.81
551,45.11
552,36.76
553,24.71
554,106.36
555,31.52
556,42.09
557,43.78
558,94.41
559,40.99
560,65.07
561,126.62
562,47.57
563,36.68
564,72.48
565,120.61
566,37.91
567,75.32
568,35.05
569,79.87
570,35.23
571,81.25
572,36.02
573,111.30
574,45.12
575,82.10
576,120.39
577,47.79
578,38.72
579,70.22
580,41.97
581,36.14
582,88.60
583,31.18
584,30.27
585,32.86
586,76.87
587,52.94
588,89.32
589,82.90
590,28.62
591,103.12
592,60.42
593,31.36
594,78.03
595,25.08
596,36.83
597,103.72
598,99.03
599,47.67
600,84.18
601,22.95
602,86.05
603,51.95
604,10.42
605,85.29
606,5.67
607,4.10
608,16.01
609,6.03
610,7.39
611,19.98
612,5.28
613,2.04
614,1.57
615,2.56
616,2.50
617,5.16
618,8.16
619,5.15
620,6.61
621,5.77
622,6.49
623,2.08
624,7.78
625,0.86
626,6.77
627,3.03
628,3.87
629,2.69
630,1.43
631,3.16
632,4.26
633,7.03
634,3.44
635,2.58
636,7.04
637,1.05
638,3.10
639,2.21
640,2.17
641,6.42
642,7.79
643,7.32
644,10.71
645,8.76
646,3.73
647,1.69
648,3.95
649,3.43
650,7.27
651,7.73
652,2.64
653,6.57
654,6.47
655,85.08
656,12.63
657,19.21
658,75.98
659,59.81
660,4.53
661,56.03
662,8.77
663,19.62
664,21.62
665,4.39
666,68.42
667,72.47
668,62.74
669,66.11
670,19.93
671,66.07
672,91.31
673,21.07
674,26.80
675,27.97
676,26.04
677,28.61
678,31.43
679,28.46
680,30.97
681,30.62
682,27.36
683,30.20
684,26.09
685,30.46
686,27.84
687,29.98
688,22.24
689,27.56
690,25.19
691,28.51
692,28.52
693,28.91
694,13.99
695,17.53
696,13.62
697,13.25
698,17.41
699,7.21
700,17.31
701,10.22
702,10.67
703,10.73
704,12.24
705,13.32
706,21.97
707,13.27
708,20.17
709,11.15
710,10.36
711,16.69
712,8.85
713,12.68
714,28.89
715,13.90
716,16.56
717,17.12
718,15.13
719,18.98
720,9.66
721,15.75
722,17.73
723,19.48
724,18.05
725,9.79
726,19.88
727,26.74
728,30.43
729,15.15
730,15.11
731,23.49
732,14.72
733,20.48
734,21.21
735,19.49
736,7.30
737,10.30
738,13.31
739,9.28
740,9.38
741,12.04
742,8.91
743,13.52
744,7.15
745,13.29
746,9.42
747,6.96
748,8.41
749,12.72
750,6.37
751,8.40
752,10.64
753,9.89
754,10.78
755,10.63
756,9.95
757,11.31
758,10.95
759,11.52
760,10.81
761,12.60
762,11.58
763,11.59
764,10.57
765,9.76
766,10.70
767,11.03
768,10.61
769,10.92
770,12.99
771,11.68
772,10.30
773,9.25
774,10.05
775,11.76
776,11.04
777,11.22
778,11.26
779,9.99
780,11.43
781,9.72
782,11.04
783,5.32
784,9.51
785,7.21
786,10.35
787,10.87
788,8.53
789,9.04
790,11.95
791,8.01
792,4.94
793,9.16
794,10.38
795,7.98
796,5.28
797,10.57
798,7.97
799,8.30
800,11.45
801,10.52
802,8.79
803,10.74
804,12.47
805,7.63
806,6.03
807,8.13
808,10.74
809,10.66
810,6.88
811,6.18
812,8.09
813,10.08
814,4.97
815,11.45
816,11.40
817,5.14
818,11.87
819,10.32
820,10.85
821,10.56
822,9.34
823,12.26
824,8.23
825,11.69
826,9.98
827,9.96
828,8.51
829,7.58
830,9.85
831,10.69
832,10.70
833,11.38
834,11.36
835,10.89
836,7.76
837,11.95
838,11.02
839,9.40
840,8.23
841,10.58
842,11.40
843,10.68
844,10.73
845,10.15
846,10.40
847,8.56
848,7.96
849,8.04
850,11.73
851,11.41
852,11.09
853,8.05
854,11.37
855,10.36
856,11.47
857,11.89
858,9.59
859,11.49
860,9.92
861,10.69
862,11.12
863,11.23
864,8.45
865,9.20
866,8.29
867,11.99
868,9.85
869,9.46
870,9.68
871,8.51
872,9.64
873,10.04
874,10.67
875,9.94
876,13.01
877,9.99
878,5.35
879,9.08
880,8.35
881,10.47
882,10.54
883,5.40
884,9.79
885,11.62
886,9.99
887,8.37
888,10.86
889,8.03
890,11.32
891,9.87
892,8.38
893,11.53
894,10.60
895,9.07
896,8.23
897,12.99
898,12.01
899,11.49
900,10.70
901,7.15
902,10.27
903,10.99
904,12.15
905,12.94
906,9.66
907,11.94
908,11.53
909,5.38
910,9.78
911,7.73
912,11.18
913,4.13
914,11.85
915,16.27
916,17.96
917,13.69
918,29.45
919,18.16
920,19.55
921,29.01
922,19.84
923,15.97
924,28.06
925,14.86
926,14.95
927,15.10
928,17.05
929,19.46
930,17.46
931,23.49
932,19.13
933,13.12
934,22.15
935,17.73
936,12.31
937,21.75
938,17.10
939,14.03
940,15.65
941,21.22
942,25.11
943,15.37
944,17.46
945,17.69
946,25.34
947,15.01
948,15.71
949,13.93
950,12.19
951,25.74
952,11.64
953,14.98
954,22.44
955,9.95
956,15.09
957,16.42
958,20.56
959,11.05
960,17.16
961,16.72
962,9.25
963,19.27
964,16.90
965,8.26
966,25.16
967,20.92
968,24.07
969,15.63
970,8.42
971,20.17
972,14.73
973,20.08
974,17.31
975,21.20
976,10.98
977,13.38
978,23.39
979,24.65
980,16.07
981,22.96
982,20.32
983,19.78
984,10.28
985,16.39
986,22.57
987,18.04
988,19.33
989,22.83
990,25.52
991,12.48
992,10.47
993,15.32
994,21.87
995,18.57
996,17.62
997,9.91
998,16.90
999,10.30
1000,15.64
